,id,name,genres,popularity,followers
1142,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",92,8793629
1143,2x7EATekOPhFGRx3syMGEC,The Knocks,"['alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'shimmer pop', 'tropical house', 'vapor soul']",70,72011
1144,6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,"['dance pop', 'dwn trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",86,2649702
1145,0PGB0xsAyDqHHlvNQcgq5S,POWERS,"['indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'vapor soul']",63,24610
1146,4Ui2kfOqGujY81UcPrb5KE,HAIM,"['indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'pop', 'synthpop']",74,588910
1147,3whuHq0yGx60atvA2RCVRW,Olly Murs,"['dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'viral pop']",76,1157983
1148,5IHqlcCbQkyhWl0KmIwgeq,Louisa Johnson,"['pop', 'post-teen pop', 'tropical house']",70,141648
1149,6mU8ucezzms5I2kNH6HNlu,Conor Maynard,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",79,828705
1150,6MDME20pz9RveH9rEXvrOM,Clean Bandit,"['dance pop', 'edm', 'pop', 'tropical house', 'uk funky']",87,789702
1151,3mIj9lX2MWuHmhNCA7LSCW,The 1975,"['modern rock', 'nu gaze', 'pop', 'shiver pop']",81,1923907
1152,6sCbFbEjbYepqswM1vWjjs,Zendaya,"['dance pop', 'deep pop r&b', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",64,1066198
1153,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['dance pop', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'soul christmas']",96,5220300
1154,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,"['edm', 'pop', 'tropical house']",91,4536179
1155,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop', 'pop christmas']",93,9067734
1156,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'shimmer pop']",78,738374
1157,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'pop', 'vegas indie']",94,6266911
1158,3836OTICMPjhTMMcpPw4EC,Broiler,"['deep pop edm', 'edm', 'nordic house', 'tropical house']",71,113288
1159,2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop']",97,4207195
1160,6MDME20pz9RveH9rEXvrOM,Clean Bandit,"['dance pop', 'edm', 'pop', 'tropical house', 'uk funky']",87,789702
1161,4ScCswdRlyA23odg9thgIO,Jess Glynne,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",77,573626
1162,4pb4rqWSoGUgxm63xmJ8xc,Madeon,"['alternative dance', 'big room', 'brostep', 'catstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filter house', 'indietronica', 'progressive electro house', 'tropical house']",68,337920
1163,7gjAu1qr5C2grXeQFFOGeh,Passion Pit,"['alternative dance', 'folk-pop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'synthpop']",70,798079
1164,1anyVhU62p31KFi8MEzkbf,Chance The Rapper,"['pop rap', 'rap']",88,2162475
1165,55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'pop christmas', 'pop rap', 'rap', 'trap music']",93,5324675
1166,17lzZA2AlOHwCwFALHttmp,2 Chainz,"['dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",91,1924754
1167,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,"['dance pop', 'piano rock', 'pop', 'pop christmas', 'pop rock']",88,3324648
1168,0PHiin6bQggP8WzI7LgTtr,Aston Merrygold ,[],45,10037
1169,0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,"['dance pop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",72,952623
1170,6T5tfhQCknKG4UnH90qGnz,DNCE,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",83,986128
1171,5oWOx0BBDSMoFB8JDrjQre,Katharine McPhee,"['dance pop', 'idol', 'pop', 'pop christmas', 'post-teen pop']",57,49096
1172,46GXASE9LHzyssNqKOInUu,Dawin,"['pop', 'post-teen pop']",66,166804
1173,6nS5roXSAGhTGr34W6n7Et,Disclosure,"['house', 'pop', 'tropical house']",78,1266024
1174,2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop']",97,4207195
1175,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"['dance pop', 'pop', 'pop christmas', 'post-teen pop', 'tropical house', 'viral pop']",82,1958084
1176,6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,"['dance pop', 'dwn trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",86,2649702
1177,2eam0iDomRHGBypaDQLwWI,Bleachers,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop', 'shimmer pop']",71,182613
1178,1dgdvbogmctybPrGEcnYf6,Route 94,"['deep groove house', 'house', 'tropical house']",61,74546
1179,4ScCswdRlyA23odg9thgIO,Jess Glynne,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",77,573626
1180,422RLznpwUa5FsQgnTlgUH,Great Good Fine Ok,"['alternative dance', 'brooklyn indie', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'metropopolis', 'modern rock', 'shimmer pop', 'vapor soul']",67,46496
1181,64NYWpxh4HgzMb1SwCCjMw,Before You Exit,"['post-teen pop', 'teen pop', 'viral pop']",64,77273
1182,4o0pNHbyj36LPvukNqEug0,The Maine,"['emo', 'modern rock', 'neo mellow', 'pop', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop', 'punk christmas']",69,258066
1183,4D75GcNG95ebPtNvoNVXhz,Afrojack,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",81,1283240
1184,0TnOYISbd1XYRBk9myaseg,Pitbull,"['dance pop', 'latin', 'pop', 'pop rap']",88,4488917
1185,5hcN45ZqF2aTQfaQcjApzO,Mike Taylor,[],49,579
1186,7CajNmpbOovFoOoasH2HaY,Calvin Harris,"['edm', 'electro house', 'house', 'pop', 'progressive house']",91,8491327
1187,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,"['dance pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'rap']",88,2597014
1188,6oMuImdp5ZcFhWP0ESe6mG,Migos,"['dwn trap', 'pop rap', 'rap', 'trap music']",94,2662840
1189,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'pop', 'vegas indie']",94,6266911
1190,7keGfmQR4X5w0two1xKZ7d,Kungs,"['deep tropical house', 'tropical house']",75,232603
1191,726MxZBpkxnnoKl6aN7mmj,Cookin' On 3 Burners,"['deep funk', 'funk']",72,28912
1192,6JVRYNneRsYNInT4TNr5vU,Matt Wertz,"['acoustic pop', 'folk christmas', 'indiecoustica', 'neo mellow', 'pop christmas', 'pop rock', 'viral pop']",53,40855
1193,6JVRYNneRsYNInT4TNr5vU,Matt Wertz,"['acoustic pop', 'folk christmas', 'indiecoustica', 'neo mellow', 'pop christmas', 'pop rock', 'viral pop']",53,40855
1194,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'shimmer pop']",78,738374
1195,6JVRYNneRsYNInT4TNr5vU,Matt Wertz,"['acoustic pop', 'folk christmas', 'indiecoustica', 'neo mellow', 'pop christmas', 'pop rock', 'viral pop']",53,40855
1196,0Vw76uk7P8yVtTClWyOhac,HONNE,"['deep indie r&b', 'indie poptimism', 'indie r&b', 'indietronica', 'tropical house', 'vapor soul']",71,188236
1197,7gjAu1qr5C2grXeQFFOGeh,Passion Pit,"['alternative dance', 'folk-pop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'synthpop']",70,798079
1198,3yY2gUcIsjMr8hjo51PoJ8,The Smiths,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",77,1253111
1199,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,"['album rock', 'art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock', 'soft rock']",82,2119254
1200,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'space rock', 'symphonic rock']",85,4025986
1201,42TFhl7WlMRXiNqzSrnzPL,Lou Reed,"['album rock', 'alternative rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'neo mellow', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'singer-songwriter']",70,496456
1202,3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",72,519950
1203,5a2EaR3hamoenG9rDuVn8j,Prince,"['classic funk rock', 'funk', 'funk rock', 'motown', 'soul', 'soul christmas']",77,1474391
1204,16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,"['alternative rock', 'anti-folk', 'blues-rock', 'chamber pop', 'classic rock', 'dance-punk', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage rock', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'ok indie', 'psychedelic rock', 'rock', 'singer-songwriter', 'space rock']",64,289235
1205,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,"['christmas', 'jazz blues', 'jazz christmas', 'soul', 'soul jazz', 'vocal jazz']",73,832592
1206,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,"['album rock', 'art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock', 'soft rock']",82,2119254
1207,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'space rock', 'symphonic rock']",85,4025986
1208,2AOt5htsbtyaHd5Eq3kl3j,Maxwell,"['neo soul', 'quiet storm', 'urban contemporary']",65,462183
1209,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,"['big beat', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",70,771005
1210,1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,"['chicago soul', 'classic funk rock', 'classic rock', 'disco', 'funk', 'funk rock', 'jazz blues', 'mellow gold', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",73,348734
1211,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,"['alternative rock', 'classic rock', 'funk rock', 'mellow gold', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'singer-songwriter']",72,804379
1212,3PhoLpVuITZKcymswpck5b,Elton John,"['album rock', 'classic rock', 'folk christmas', 'glam rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",82,1187830
1213,42TFhl7WlMRXiNqzSrnzPL,Lou Reed,"['album rock', 'alternative rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'neo mellow', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'singer-songwriter']",70,496456
1214,16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,"['folk-pop', 'garage rock', 'indie folk', 'indie pop', 'modern blues', 'modern rock', 'stomp and holler']",71,910674
1215,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,"['christmas', 'jazz blues', 'jazz christmas', 'soul', 'soul jazz', 'vocal jazz']",73,832592
1216,1eClJfHLoDI4rZe5HxzBFv,INXS,"['album rock', 'australian alternative rock', 'australian pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",71,364317
1217,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'neo mellow', 'piano rock', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",79,826389
1218,5a2EaR3hamoenG9rDuVn8j,Prince,"['classic funk rock', 'funk', 'funk rock', 'motown', 'soul', 'soul christmas']",77,1474391
1219,5a2EaR3hamoenG9rDuVn8j,Prince,"['classic funk rock', 'funk', 'funk rock', 'motown', 'soul', 'soul christmas']",77,1474391
1220,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,"['album rock', 'art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock', 'soft rock']",82,2119254
1221,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art rock', 'dance rock', 'folk christmas', 'folk-pop', 'indie christmas', 'lilith', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",64,280649
1222,6XItHNeKXecnFpkJHOn5JL,Syl Johnson,"['afrobeat', 'chicago soul', 'classic funk rock', 'deep funk', 'funk', 'jazz blues', 'jazz funk', 'memphis soul', 'motown', 'new orleans blues', 'northern soul', 'soul', 'soul blues', 'southern soul']",49,10601
1223,6bWxFw65IEJzBYjx3SxUXd,Morcheeba,"['acid jazz', 'big beat', 'bmore', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",63,268325
1224,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'space rock', 'symphonic rock']",85,4025986
1225,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,"['album rock', 'alternative rock', 'classic rock', 'hard rock', 'rock']",80,2767406
1226,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'modern rock', 'permanent wave', 'rock']",88,5223319
1227,7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']",73,511849
1228,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,"['alternative dance', 'alternative rock', 'canadian indie', 'canadian pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave']",77,1071323
1229,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,"['christmas', 'jazz blues', 'jazz christmas', 'soul', 'soul jazz', 'vocal jazz']",73,832592
1230,7bu3H8JO7d0UbMoVzbo70s,The Cure,"['alternative rock', 'art rock', 'dance rock', 'new romantic', 'new wave', 'permanent wave', 'pop rock', 'rock']",76,1220903
1231,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,"['alternative rock', 'classic rock', 'funk rock', 'mellow gold', 'neo mellow', 'permanent wave', 'pop rock', 'rock', 'singer-songwriter']",72,804379
1232,3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters,"['alternative dance', 'dance pop', 'disco house', 'europop', 'pop', 'pop rock', 'synthpop']",63,202913
1233,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,"['alternative dance', 'alternative rock', 'canadian indie', 'canadian pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave']",77,1071323
1234,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,"['album rock', 'art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'mellow gold', 'new wave', 'permanent wave', 'pop christmas', 'protopunk', 'rock', 'soft rock']",82,2119254
1235,3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",72,519950
1236,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'space rock', 'symphonic rock']",85,4025986
1237,7siPLyFwRFYQkKgWKJ5Sod,The Dandy Warhols,"['alternative dance', 'alternative rock', 'big beat', 'britpop', 'dance-punk', 'electronic', 'garage rock', 'indie christmas', 'indie rock', 'madchester', 'modern rock', 'neo-psychedelic', 'pop rock', 'portland indie', 'space rock']",60,118930
1238,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock']",72,1009839
1239,7siPLyFwRFYQkKgWKJ5Sod,The Dandy Warhols,"['alternative dance', 'alternative rock', 'big beat', 'britpop', 'dance-punk', 'electronic', 'garage rock', 'indie christmas', 'indie rock', 'madchester', 'modern rock', 'neo-psychedelic', 'pop rock', 'portland indie', 'space rock']",60,118930
1240,6bWxFw65IEJzBYjx3SxUXd,Morcheeba,"['acid jazz', 'big beat', 'bmore', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",63,268325
1241,0OdUWJ0sBjDrqHygGUXeCF,Band of Horses,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'neo mellow', 'stomp and holler']",69,584353
1242,3plJVWt88EqjvtuB4ZDRV3,Ben E. King,"['adult standards', 'brill building pop', 'chicago soul', 'christmas', 'jazz blues', 'jazz christmas', 'memphis soul', 'motown', 'quiet storm', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'soul christmas', 'southern soul']",70,124025
1243,7sJ9LR0mCMgFlzJ6Y9xP64,Ben Harper And The Innocent Criminals,[],49,35354
1244,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock', 'rock-and-roll', 'roots rock', 'singer-songwriter']",68,808369
1245,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",73,510704
1246,6YasItCqrFLvD75BBG09ep,The Holding Company,"['classic rock', 'psychedelic rock']",3,24
1247,4g1u3aTbhFBDTIDQSxgGSJ,Big Brother,[],17,165
1248,2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,"['reggae', 'roots reggae']",84,3791919
1249,6bWxFw65IEJzBYjx3SxUXd,Morcheeba,"['acid jazz', 'big beat', 'bmore', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",63,268325
1250,26Fn0TaiSMe2NjNHWiWcuA,Kurt Wagner,[],26,295
1251,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,"['album rock', 'classic rock', 'mellow gold', 'neo mellow', 'permanent wave', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",79,1281321
1252,3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'rock', 'singer-songwriter', 'soft rock', 'synthpop', 'uk post-punk']",63,171163
1253,0XHiH53dHrvbwfjYM7en7I,Chris Cornell,"['alternative metal', 'alternative rock', 'funk rock', 'grunge', 'post-grunge', 'rock']",67,417042
1254,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,"['folk christmas', 'mellow gold', 'rockabilly', 'roots rock']",65,110991
1255,0vEsuISMWAKNctLlUAhSZC,Counting Crows,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']",73,465879
1256,0vEsuISMWAKNctLlUAhSZC,Counting Crows,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']",73,465879
1257,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,"['big beat', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",70,771005
1258,3CkvROUTQ6nRi9yQOcsB50,Genesis,"['album rock', 'art rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new wave', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",70,603108
1259,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,"['album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'heavy christmas', 'mellow gold', 'rock', 'soft rock', 'southern rock']",77,870491
1260,7bu3H8JO7d0UbMoVzbo70s,The Cure,"['alternative rock', 'art rock', 'dance rock', 'new romantic', 'new wave', 'permanent wave', 'pop rock', 'rock']",76,1220903
1261,336vr2M3Va0FjyvB55lJEd,D'Angelo,"['classic funk rock', 'dance pop', 'deep indie r&b', 'funk', 'funk rock', 'hip hop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",69,399083
1262,5r1bdqzhgRoHC3YcCV6N5a,The Darkness,"['album rock', 'comic', 'glam metal', 'hard rock', 'heavy christmas', 'metal', 'rock']",63,140120
1263,7bu3H8JO7d0UbMoVzbo70s,The Cure,"['alternative rock', 'art rock', 'dance rock', 'new romantic', 'new wave', 'permanent wave', 'pop rock', 'rock']",76,1220903
1264,762310PdDnwsDxAQxzQkfX,Depeche Mode,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",77,1146416
1265,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",77,1021574
1266,0C0XlULifJtAgn6ZNCW2eu,The Killers,"['alternative rock', 'indie christmas', 'indie pop', 'indie rock', 'modern rock', 'permanent wave', 'pop christmas', 'rock', 'vegas indie']",85,2566781
1267,22WZ7M8sxp5THdruNY3gXt,The Doors,"['album rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'piano rock', 'psychedelic rock', 'rock']",78,1947172
1268,22WZ7M8sxp5THdruNY3gXt,The Doors,"['album rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'piano rock', 'psychedelic rock', 'rock']",78,1947172
1269,2ye2Wgw4gimLv2eAKyk1NB,Metallica,"['alternative metal', 'alternative rock', 'hard rock', 'metal', 'nu metal', 'rock', 'speed metal', 'thrash metal']",86,4665135
1270,6olE6TJLqED3rqDCT0FyPh,Nirvana,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",84,4409975
1271,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",73,510704
1272,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,"['dance pop', 'pop', 'r&b']",81,3079969
1273,74ASZWbe4lXaubB36ztrGX,Bob Dylan,"['album rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",79,1795662
1274,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'southern rock']",81,1365681
1275,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'modern rock', 'permanent wave', 'rock']",88,5223319
1276,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",77,1066889
1277,3sFhA6G1N0gG1pszb6kk1m,Wings,"['album rock', 'art rock', 'british blues', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",66,128229
1278,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,"['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",84,4457777
1279,3nnQpaTvKb5jCQabZefACI,Jeff Buckley,"['alternative rock', 'folk-pop', 'melancholia', 'permanent wave', 'rock', 'singer-songwriter']",66,349485
1280,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,"['acoustic pop', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'singer-songwriter', 'viral pop']",81,2019746
1281,0C0XlULifJtAgn6ZNCW2eu,The Killers,"['alternative rock', 'indie christmas', 'indie pop', 'indie rock', 'modern rock', 'permanent wave', 'pop christmas', 'rock', 'vegas indie']",85,2566781
1282,2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,"['alternative rock', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'neo mellow', 'rock']",82,2459768
1283,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,"['album rock', 'art rock', 'blues-rock', 'british blues', 'british invasion', 'classic rock', 'dance rock', 'folk christmas', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",72,560080
1284,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,"['garage rock', 'indie pop', 'indie rock', 'modern rock']",77,1215067
1285,4ylR3zwA0zaapAu94fktwa,Macy Gray,"['indie r&b', 'neo soul', 'pop christmas', 'pop rock', 'r&b', 'soul', 'soul christmas', 'urban contemporary']",67,208174
1286,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,"['classic funk rock', 'motown', 'quiet storm', 'soul', 'soul christmas']",78,1470066
1287,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,"['big beat', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",70,771005
1288,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,"['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",84,4457777
1289,3CkvROUTQ6nRi9yQOcsB50,Genesis,"['album rock', 'art rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new wave', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",70,603108
1290,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,"['big beat', 'downtempo', 'electronic', 'nu jazz', 'trip hop']",70,771005
1291,2ye2Wgw4gimLv2eAKyk1NB,Metallica,"['alternative metal', 'alternative rock', 'hard rock', 'metal', 'nu metal', 'rock', 'speed metal', 'thrash metal']",86,4665135
1292,5NGO30tJxFlKixkPSgXcFE,The Police,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']",78,1026565
1293,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'mellow gold', 'protopunk', 'rock', 'singer-songwriter']",84,3206244
1294,1dfeR4HaWDbWqFHLkxsg1d,Queen,"['album rock', 'classic rock', 'glam rock', 'heavy christmas', 'rock']",87,5193267
